id,iso_a2,country,lifespan,quantifier,country_code,country_name,x2020,x2021,x2022,x2023,x2024,x2025,x2026,x2027,x2028,x2029,x2030,x2031,x2032,x2033,x2034,x2035,x2036,x2037,x2038,x2039,x2040,qpct,totalnets
Full CD: 90% target,NG,Nigeria,3.5,13,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.13,91491439.39
Full CD: 90% target,RW,Rwanda,1,47,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.47,20780591.279999997
Full CD: 90% target,RW,Rwanda,1.5,38,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.38,16801329.119999997
Full CD: 90% target,RW,Rwanda,2,30,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.3,13264207.2
Full CD: 90% target,RW,Rwanda,2.5,24,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.24,10611365.76
Full CD: 90% target,RW,Rwanda,3,19,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.19,8400664.559999999
Full CD: 90% target,RW,Rwanda,3.5,15,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.15,6632103.6
Full CD: 90% target,SL,Sierra Leone,1,44,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.44,12098459.120000001
Full CD: 90% target,SL,Sierra Leone,1.5,35,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.35,9623774.299999999
Full CD: 90% target,SL,Sierra Leone,2,25,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.25,6874124.5
Full CD: 90% target,SL,Sierra Leone,2.5,21,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.21,5774264.58
Full CD: 90% target,SL,Sierra Leone,3,17,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.17,4674404.66
Full CD: 90% target,SL,Sierra Leone,3.5,13,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.13,3574544.74
Full CD: 90% target,SN,Senegal,1,46,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.46,25792391.82
Full CD: 90% target,SN,Senegal,1.5,37,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.37,20746054.29
Full CD: 90% target,SN,Senegal,2,29,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.29,16260420.93
Full CD: 90% target,SN,Senegal,2.5,22,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.22,12335491.74
Full CD: 90% target,SN,Senegal,3,18,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.18,10092675.06
Full CD: 90% target,SN,Senegal,3.5,19,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.19,10653379.23
Full CD: 90% target,TD,Chad,1,44,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.44,25645979.48
Full CD: 90% target,TD,Chad,1.5,35,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.35,20400210.95
Full CD: 90% target,TD,Chad,2,25,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.25,14571579.25
Full CD: 90% target,TD,Chad,2.5,21,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.21,12240126.57
Full CD: 90% target,TD,Chad,3,17,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.17,9908673.89
Full CD: 90% target,TD,Chad,3.5,13,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.13,7577221.210000001
Full CD: 90% target,TG,Togo,1,47,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.47,13354182.85
Full CD: 90% target,TG,Togo,1.5,38,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.38,10796998.899999999
Full CD: 90% target,TG,Togo,2,30,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.3,8523946.5
Full CD: 90% target,TG,Togo,2.5,24,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.24,6819157.199999999
Full CD: 90% target,TG,Togo,3,19,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.19,5398499.449999999
Full CD: 90% target,TG,Togo,3.5,15,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.15,4261973.25
Full CD: 90% target,TZ,Tanzania,1,47,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.47,100725390.73999998
Full CD: 90% target,TZ,Tanzania,1.5,38,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.38,81437549.96000001
Full CD: 90% target,TZ,Tanzania,2,30,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.3,64292802.599999994
Full CD: 90% target,TZ,Tanzania,2.5,24,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.24,51434242.08
Full CD: 90% target,TZ,Tanzania,3,19,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.19,40718774.980000004
Full CD: 90% target,TZ,Tanzania,3.5,15,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.15,32146401.299999997
Full CD: 90% target,UG,Uganda,1,47,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.47,72322049.94
Full CD: 90% target,UG,Uganda,1.5,38,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.38,58473146.760000005
Full CD: 90% target,UG,Uganda,2,30,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.3,46163010.599999994
Full CD: 90% target,UG,Uganda,2.5,24,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.24,36930408.48
Full CD: 90% target,UG,Uganda,3,19,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.19,29236573.380000003
Full CD: 90% target,UG,Uganda,3.5,15,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.15,23081505.299999997
Full CD: 90% target,ZM,Zambia,1,50,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.5,32563785
Full CD: 90% target,ZM,Zambia,1.5,40,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.4,26051028.000000004
Full CD: 90% target,ZM,Zambia,2,29,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.29,18886995.299999997
Full CD: 90% target,ZM,Zambia,2.5,24,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.24,15630616.8
Full CD: 90% target,ZM,Zambia,3,21,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.21,13676789.7
Full CD: 90% target,ZM,Zambia,3.5,17,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.17,11071686.9
Full CD: 90% target,ZW,Zimbabwe,1,47,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.47,24499783.06
Full CD: 90% target,ZW,Zimbabwe,1.5,38,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.38,19808335.240000002
Full CD: 90% target,ZW,Zimbabwe,2,30,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.3,15638159.4
Full CD: 90% target,ZW,Zimbabwe,2.5,24,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.24,12510527.52
Full CD: 90% target,ZW,Zimbabwe,3,19,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.19,9904167.620000001
Full CD: 90% target,ZW,Zimbabwe,3.5,15,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.15,7819079.7
CD between campaigns: 70% target,AO,Angola,1,27,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.27,42344000.30444445
CD between campaigns: 70% target,AO,Angola,1.5,15,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.15,32858922.144444443
CD between campaigns: 70% target,AO,Angola,2,6,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.06,25745113.524444442
CD between campaigns: 70% target,AO,Angola,2.5,1,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.01,21792997.624444447
CD between campaigns: 70% target,AO,Angola,3,0,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0,21002574.444444444
CD between campaigns: 70% target,AO,Angola,3.5,0,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0,21002574.444444444
CD between campaigns: 70% target,BF,Burkina Faso,1,29,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.29,27593003.016666666
CD between campaigns: 70% target,BF,Burkina Faso,1.5,16,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.16,21160952.066666663
CD between campaigns: 70% target,BF,Burkina Faso,2,7,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.07,16707993.716666667
CD between campaigns: 70% target,BF,Burkina Faso,2.5,2,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.02,14234127.966666667
CD between campaigns: 70% target,BF,Burkina Faso,3,0,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0,13244581.666666666
CD between campaigns: 70% target,BF,Burkina Faso,3.5,0,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0,13244581.666666666
CD between campaigns: 70% target,BI,Burundi,1,27,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.27,15180029.231111111
CD between campaigns: 70% target,BI,Burundi,1.5,15,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.15,11789314.511111112
CD between campaigns: 70% target,BI,Burundi,2,6,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.06,9246278.471111111
CD between campaigns: 70% target,BI,Burundi,2.5,1,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.01,7833480.6711111115
CD between campaigns: 70% target,BI,Burundi,3,0,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0,7550921.111111111
CD between campaigns: 70% target,BI,Burundi,3.5,0,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0,7550921.111111111
CD between campaigns: 70% target,BJ,Benin,1,29,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.29,16315531.662222221
CD between campaigns: 70% target,BJ,Benin,1.5,16,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.16,12508203.982222222
CD between campaigns: 70% target,BJ,Benin,2,7,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.07,9872361.742222222
CD between campaigns: 70% target,BJ,Benin,2.5,2,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.02,8408004.942222223
CD between campaigns: 70% target,BJ,Benin,3,0,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0,7822262.222222222
CD between campaigns: 70% target,BJ,Benin,3.5,0,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0,7822262.222222222
CD between campaigns: 70% target,CD,Congo - Kinshasa,1,29,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.29,122968752.68888888
CD between campaigns: 70% target,CD,Congo - Kinshasa,1.5,16,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.16,94149934.08888888
CD between campaigns: 70% target,CD,Congo - Kinshasa,2,7,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.07,74198444.28888889
CD between campaigns: 70% target,CD,Congo - Kinshasa,2.5,2,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.02,63114283.288888894
CD between campaigns: 70% target,CD,Congo - Kinshasa,3,0,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0,58680618.88888889
CD between campaigns: 70% target,CD,Congo - Kinshasa,3.5,0,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0,58680618.88888889
CD between campaigns: 70% target,CG,Congo - Brazzaville,1,27,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.27,6954560.153333332
CD between campaigns: 70% target,CG,Congo - Brazzaville,1.5,15,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.15,5405508.233333333
CD between campaigns: 70% target,CG,Congo - Brazzaville,2,6,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.06,4243719.293333333
CD between campaigns: 70% target,CG,Congo - Brazzaville,2.5,1,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.01,3598280.9933333327
CD between campaigns: 70% target,CG,Congo - Brazzaville,3,0,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0,3469193.333333333
CD between campaigns: 70% target,CG,Congo - Brazzaville,3.5,0,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0,3469193.333333333
CD between campaigns: 70% target,CI,Côte d’Ivoire,1,29,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0.29,34263771.29888889
CD between campaigns: 70% target,CI,Côte d’Ivoire,1.5,16,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0.16,26276619.52888889
CD between campaigns: 70% target,CI,Côte d’Ivoire,2,7,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0.07,20747052.91888889
CD between campaigns: 70% target,CI,Côte d’Ivoire,2.5,2,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0.02,17675071.46888889
CD between campaigns: 70% target,CI,Côte d’Ivoire,3,0,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0,16446278.888888888
CD between campaigns: 70% target,CI,Côte d’Ivoire,3.5,0,CIV,Côte d'Ivoire,26811790,27478249,28160542,28873034,29603302,30344181,31095448,31857148,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,0,16446278.888888888
CD between campaigns: 70% target,CM,Cameroon,1,29,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0.29,34039166.825555556
CD between campaigns: 70% target,CM,Cameroon,1.5,16,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0.16,26100682.635555558
CD between campaigns: 70% target,CM,Cameroon,2,7,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0.07,20604808.965555556
CD between campaigns: 70% target,CM,Cameroon,2.5,2,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0.02,17551545.815555558
CD between campaigns: 70% target,CM,Cameroon,3,0,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0,16330240.555555556
CD between campaigns: 70% target,CM,Cameroon,3.5,0,CMR,Cameroon,26491087,27198628,27914536,28647293,29394433,30150781,30914482,31686360,32466454,33255398,34051102,34852730,35661603,36480529,37308723,38142790,38983916,39833668,40690719,41554156,42424030,0,16330240.555555556
CD between campaigns: 70% target,GA,Gabon,1,31,GAB,Gabon,2292573,2341179,2388992,2436566,2484558,2532884,2581236,2629578,2677790,2726063,2774522,2823293,2872311,2921510,2970796,3020240,3069919,3119671,3169407,3219237,3269247,0.31,2965687.2
