id,iso_a2,country,lifespan,quantifier,country_code,country_name,x2020,x2021,x2022,x2023,x2024,x2025,x2026,x2027,x2028,x2029,x2030,x2031,x2032,x2033,x2034,x2035,x2036,x2037,x2038,x2039,x2040,qpct,totalnets
Full CD: 80% target,MW,Malawi,3,13,MWI,Malawi,19377061,19889742,20405317,20931751,21475962,22033992,22601151,23176271,23758548,24347875,24944243,25544608,26148406,26755508,27364192,27975136,28589069,29206646,29825538,30443121,31059544,0.13,8594443.649999999
Full CD: 80% target,MW,Malawi,3.5,11,MWI,Malawi,19377061,19889742,20405317,20931751,21475962,22033992,22601151,23176271,23758548,24347875,24944243,25544608,26148406,26755508,27364192,27975136,28589069,29206646,29825538,30443121,31059544,0.11,7272221.549999999
Full CD: 80% target,MZ,Mozambique,1,37,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.37,39781904.57
Full CD: 80% target,MZ,Mozambique,1.5,29,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.29,31180411.689999998
Full CD: 80% target,MZ,Mozambique,2,24,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.24,25804478.64
Full CD: 80% target,MZ,Mozambique,2.5,16,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.16,17202985.76
Full CD: 80% target,MZ,Mozambique,3,13,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.13,13977425.93
Full CD: 80% target,MZ,Mozambique,3.5,11,MOZ,Mozambique,31178239,32077072,32969517.999999996,33897354,34858402,35834558,36825701,37831124,38849522,39880166,40920707,41972677,43036239,44106698,45186202,46273717,47365952,48466889,49574698,50685124,51800400,0.11,11827052.709999999
Full CD: 80% target,NE,Niger,1,43,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.43,37832471.989999995
Full CD: 80% target,NE,Niger,1.5,28,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.28,24635098.040000003
Full CD: 80% target,NE,Niger,2,17,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.17,14957023.81
Full CD: 80% target,NE,Niger,2.5,13,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.13,11437724.09
Full CD: 80% target,NE,Niger,3,10,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.1,8798249.3
Full CD: 80% target,NE,Niger,3.5,8,NER,Niger,24333639,25252722,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969221,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909740,46431153,47985369,49566690,0.08,7038599.44
Full CD: 80% target,NG,Nigeria,1,38,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.38,267436515.14000005
Full CD: 80% target,NG,Nigeria,1.5,30,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.3,211134090.89999998
Full CD: 80% target,NG,Nigeria,2,22,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.22,154831666.66
Full CD: 80% target,NG,Nigeria,2.5,16,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.16,112604848.48
Full CD: 80% target,NG,Nigeria,3,13,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.13,91491439.39
Full CD: 80% target,NG,Nigeria,3.5,11,NGA,Nigeria,208327404,213401323,218541212,223804632,229152217,234573603,240054483,245599161,251201204,256866062,262580425.99999997,268333202,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,0.11,77415833.33
Full CD: 80% target,RW,Rwanda,1,37,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.37,16359188.88
Full CD: 80% target,RW,Rwanda,1.5,29,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.29,12822066.96
Full CD: 80% target,RW,Rwanda,2,24,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.24,10611365.76
Full CD: 80% target,RW,Rwanda,2.5,16,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.16,7074243.84
Full CD: 80% target,RW,Rwanda,3,13,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.13,5747823.12
Full CD: 80% target,RW,Rwanda,3.5,11,RWA,Rwanda,13146362,13461888,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,0.11,4863542.64
Full CD: 80% target,SL,Sierra Leone,1,38,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.38,10448669.24
Full CD: 80% target,SL,Sierra Leone,1.5,30,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.3,8248949.4
Full CD: 80% target,SL,Sierra Leone,2,22,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.22,6049229.5600000005
Full CD: 80% target,SL,Sierra Leone,2.5,16,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.16,4399439.68
Full CD: 80% target,SL,Sierra Leone,3,13,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.13,3574544.74
Full CD: 80% target,SL,Sierra Leone,3.5,11,SLE,Sierra Leone,8233969.999999999,8420641,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,0.11,3024614.7800000003
Full CD: 80% target,SN,Senegal,1,43,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.43,24110279.31
Full CD: 80% target,SN,Senegal,1.5,28,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.28,15699716.760000002
Full CD: 80% target,SN,Senegal,2,17,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.17,9531970.89
Full CD: 80% target,SN,Senegal,2.5,13,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.13,7289154.21
Full CD: 80% target,SN,Senegal,3,10,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.1,5607041.7
Full CD: 80% target,SN,Senegal,3.5,8,SEN,Senegal,16436119.999999998,16876720,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,0.08,4485633.36
Full CD: 80% target,TD,Chad,1,38,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.38,22148800.46
Full CD: 80% target,TD,Chad,1.5,30,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.3,17485895.099999998
Full CD: 80% target,TD,Chad,2,22,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.22,12822989.74
Full CD: 80% target,TD,Chad,2.5,16,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.16,9325810.72
Full CD: 80% target,TD,Chad,3,13,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.13,7577221.210000001
Full CD: 80% target,TD,Chad,3.5,11,TCD,Chad,16644701,17179740,17723315,18278568,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,0.11,6411494.87
Full CD: 80% target,TG,Togo,1,37,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.37,10512867.350000001
Full CD: 80% target,TG,Togo,1.5,29,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.29,8239814.949999999
Full CD: 80% target,TG,Togo,2,24,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.24,6819157.199999999
Full CD: 80% target,TG,Togo,2.5,16,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.16,4546104.8
Full CD: 80% target,TG,Togo,3,13,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.13,3693710.1500000004
Full CD: 80% target,TG,Togo,3.5,11,TGO,Togo,8442580,8644829,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693112,12941012,0.11,3125447.05
Full CD: 80% target,TZ,Tanzania,1,37,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.37,79294456.53999999
Full CD: 80% target,TZ,Tanzania,1.5,29,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.29,62149709.17999999
Full CD: 80% target,TZ,Tanzania,2,24,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.24,51434242.08
Full CD: 80% target,TZ,Tanzania,2.5,16,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.16,34289494.72
Full CD: 80% target,TZ,Tanzania,3,13,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.13,27860214.46
Full CD: 80% target,TZ,Tanzania,3.5,11,TZA,United Republic of Tanzania,61704518,63588334,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062352,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957697,0.11,23574027.619999997
Full CD: 80% target,UG,Uganda,1,37,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.37,56934379.739999995
Full CD: 80% target,UG,Uganda,1.5,29,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.29,44624243.58
Full CD: 80% target,UG,Uganda,2,24,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.24,36930408.48
Full CD: 80% target,UG,Uganda,2.5,16,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.16,24620272.32
Full CD: 80% target,UG,Uganda,3,13,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.13,20003971.26
Full CD: 80% target,UG,Uganda,3.5,11,UGA,Uganda,44404611,45853778,47249585,48582334,49924252,51284671,52667779,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647933.99999999,67116524,68590124,70067152,71541113,73014668,0.11,16926437.22
Full CD: 80% target,ZM,Zambia,1,41,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.41,26702303.7
Full CD: 80% target,ZM,Zambia,1.5,33,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.33,21492098.1
Full CD: 80% target,ZM,Zambia,2,25,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.25,16281892.5
Full CD: 80% target,ZM,Zambia,2.5,21,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.21,13676789.7
Full CD: 80% target,ZM,Zambia,3,16,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.16,10420411.2
Full CD: 80% target,ZM,Zambia,3.5,12,ZMB,Zambia,18927715,19473125,20017675,20569737,21134695,21706928,22285947,22874132,23469301,24069686,24676417,25288002,25905154,26528160,27154050,27782051,28412879,29047769,29687072,30330252,30973549,0.12,7815308.4
Full CD: 80% target,ZW,Zimbabwe,1,37,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.37,19287063.259999998
Full CD: 80% target,ZW,Zimbabwe,1.5,29,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.29,15116887.419999998
Full CD: 80% target,ZW,Zimbabwe,2,24,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.24,12510527.52
Full CD: 80% target,ZW,Zimbabwe,2.5,16,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.16,8340351.68
Full CD: 80% target,ZW,Zimbabwe,3,13,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.13,6776535.74
Full CD: 80% target,ZW,Zimbabwe,3.5,11,ZWE,Zimbabwe,15669666,15993524,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814068,19179393,19547971,19919582,20293203,20668334,21044297,21420364,21795710,22169385,22541721,22912369,0.11,5733991.78
Full CD: 90% target,AO,Angola,1,47,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.47,54918067.44
Full CD: 90% target,AO,Angola,1.5,38,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.38,44401841.760000005
Full CD: 90% target,AO,Angola,2,30,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.3,35054085.599999994
Full CD: 90% target,AO,Angola,2.5,24,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.24,28043268.480000004
Full CD: 90% target,AO,Angola,3,19,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.19,22200920.880000003
Full CD: 90% target,AO,Angola,3.5,15,AGO,Angola,33428485.999999996,34503774,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998512,55355639,56723292,58104437,0.15,17527042.799999997
Full CD: 90% target,BF,Burkina Faso,1,44,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.44,32259727.28
Full CD: 90% target,BF,Burkina Faso,1.5,35,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.35,25661146.7
Full CD: 90% target,BF,Burkina Faso,2,25,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.25,18329390.5
Full CD: 90% target,BF,Burkina Faso,2.5,21,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.21,15396688.02
Full CD: 90% target,BF,Burkina Faso,3,17,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.17,12463985.540000001
Full CD: 90% target,BF,Burkina Faso,3.5,13,BFA,Burkina Faso,21522626,22100683,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892087,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,0.13,9531283.06
Full CD: 90% target,BI,Burundi,1,47,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.47,19668378.58
Full CD: 90% target,BI,Burundi,1.5,38,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.38,15902093.32
Full CD: 90% target,BI,Burundi,2,30,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.3,12554284.2
Full CD: 90% target,BI,Burundi,2.5,24,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.24,10043427.36
Full CD: 90% target,BI,Burundi,3,19,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.19,7951046.66
Full CD: 90% target,BI,Burundi,3.5,15,BDI,Burundi,12220226,12551213,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,0.15,6277142.1
Full CD: 90% target,BJ,Benin,1,44,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.44,19081571.52
Full CD: 90% target,BJ,Benin,1.5,35,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.35,15178522.799999997
Full CD: 90% target,BJ,Benin,2,25,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.25,10841802
Full CD: 90% target,BJ,Benin,2.5,21,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.21,9107113.68
Full CD: 90% target,BJ,Benin,3,17,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.17,7372425.36
Full CD: 90% target,BJ,Benin,3.5,13,BEN,Benin,12643123,12996895,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827.000000002,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,0.13,5637737.040000001
Full CD: 90% target,CD,Congo - Kinshasa,1,44,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.44,144015666.96
Full CD: 90% target,CD,Congo - Kinshasa,1.5,35,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.35,114557916.9
Full CD: 90% target,CD,Congo - Kinshasa,2,25,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.25,81827083.5
Full CD: 90% target,CD,Congo - Kinshasa,2.5,21,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.21,68734750.13999999
Full CD: 90% target,CD,Congo - Kinshasa,3,17,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.17,55642416.78000001
Full CD: 90% target,CD,Congo - Kinshasa,3.5,13,COD,Democratic Republic of the Congo,92853164,95894118,99010212,102262808,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203.00000001,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,0.13,42550083.42
Full CD: 90% target,CG,Congo - Brazzaville,1,47,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.47,9002057.58
Full CD: 90% target,CG,Congo - Brazzaville,1.5,38,COG,Congo,5702174,5835806,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004.000000001,8388788,8553624,8719512,0.38,7278259.32
