"","V1","V2","V3","hhsize"
"1",0.01197498193873,0.327765787339641,0.626053417853966,2
"2",1.48157385582781,1.87210296824565,2.2318232836952,2
"3",2.95117272971689,3.41644014915157,3.83759314953637,2
"4",4.42077160360597,4.96077733005734,5.44336301537741,2
"5",5.89037047749504,6.50511451096282,7.04913288121813,2
"6",7.3599693513841,8.049451691868,8.65490274705851,2
"7",8.82956822527317,9.59378887277275,10.2606726128985,2
"8",10.2991670991622,11.1381260536772,11.8664424787382,2
"9",11.7687659730513,12.6824632345807,13.4722123445771,2
"10",13.2383648469405,14.2268004154815,15.0779822104138,2
"11",14.7079637208295,15.7711375963785,16.6837520762473,2
"12",16.1775625947181,17.315474777271,18.2895219420769,2
"13",17.6471614686059,18.8598119581455,19.8952918078959,2
"14",19.1167603424903,20.4041491389204,21.5010616736674,2
"15",20.5863592163728,21.8607159236637,23.1068315393503,2
"16",22.0105958028017,23.2566129944218,24.6671846688857,2
"17",23.2776197719358,24.6525100650529,26.14945569145,2
"18",24.5446437410618,26.0484071356403,27.631726713766,2
"19",25.8116677101824,27.4443042062076,29.1139977360514,2
"20",27.0786916793019,28.8402012767676,30.5962687583227,2
"21",28.3457156484149,30.2360983473066,32.0785397805502,2
"22",29.6127396175092,31.6319954177954,33.5415581021335,2
"23",30.8797635866024,33.0080879232165,34.9078522339095,2
"24",32.1467875556951,34.3147872762514,36.2741463656592,2
"25",33.4138115247933,35.6214866292151,37.6404404974048,2
"26",34.6808354938909,36.9281859821701,39.0067346291457,2
"27",35.9478594629877,38.2348853351188,40.373028760882,2
"28",37.2148834320838,39.5415846880633,41.7393228926149,2
"29",38.4819074011809,40.8482840410054,43.1056170243464,2
"30",39.7489313702777,42.1549833939461,44.4719111560771,2
"31",41.015955339375,43.4616827468858,45.8382052878077,2
"32",42.2829793084745,44.7683820998255,47.2044994195401,2
"33",43.550003277573,46.0750814527616,48.5707935512712,2
"34",44.81702724667,47.3817808056939,49.9370876830007,2
"35",46.0840512157663,48.688480158623,51.3033818147292,2
"36",47.3510751848616,49.9951795115452,52.6696759464568,2
"37",48.6180991539542,51.3018788644519,54.0359700781817,2
"38",49.8851231230447,52.6085782173479,55.4022642099047,2
"39",51.1521470921338,53.9152775702363,56.7685583416261,2
"40",52.4191710612198,55.2219769231123,58.1348524733427,2
"41",53.686195030304,56.5286762759724,59.5011466050534,2
"42",54.9532189993836,57.8353756288129,60.8674407367505,2
"43",56.1700150825905,59.1420749816254,62.2337348684241,2
"44",57.2711795321625,60.4423404848143,63.4950385161269,2
"45",58.372343981727,61.7299764323511,64.5502473271406,2
"46",59.4735084312846,63.0176123798088,65.6054561378805,2
"47",60.5746728808313,64.3052483272224,66.6606649486028,2
"48",61.6758373303561,65.5549232892365,67.7158737593083,2
"49",62.7770017798675,66.4997629658189,68.7710825699992,2
"50",63.8781662293697,67.4295310688748,69.8262913806777,2
"51",64.9793306788684,68.3592991719024,70.881500191341,2
