"","V1","V2","V3","hhsize"
"1",-0.136085848088663,0.215082082915389,0.383222236293224,0
"2",1.27722638803335,1.70731691186397,1.97596369843682,0
"3",2.69053862415561,3.19955174081269,3.5687051605803,0
"4",4.10385086027848,4.69178656976097,5.16144662272326,0
"5",5.51716309640137,6.18402139870805,6.75418808486553,0
"6",6.93047533252377,7.6762562276534,8.34692954700708,0
"7",8.34378756864517,9.16849105659583,9.93967100914764,0
"8",9.75709980476471,10.660725885533,11.5324124712866,0
"9",11.1704120408831,12.1529607144669,13.1251539334247,0
"10",12.5837242769995,13.6451955433952,14.7178953955613,0
"11",13.9970365131139,15.1374303723172,16.3106368576964,0
"12",15.410348749226,16.6296652012317,17.9033783198297,0
"13",16.8236609853311,18.1219000301216,19.4961197819574,0
"14",18.2369732214308,19.6141348589905,21.0888612440797,0
"15",19.6502854575147,21.1063696877912,22.6816027061847,0
"16",21.0635976935812,22.5986045165173,24.2743441682712,0
"17",22.4769099296275,24.0908393451687,25.8670856303355,0
"18",23.8902221656658,25.5830741737907,27.459827092389,0
"19",25.3035344016943,27.0753090023596,29.0525685543567,0
"20",26.7168466376561,28.5675438304005,30.4984330164065,0
"21",28.1067247977451,29.9303627118546,31.9430330570117,0
"22",29.3297703095975,31.2475716920868,33.3876330974696,0
"23",30.5528158212588,32.5647806721211,34.832233137885,0
"24",31.7758613328855,33.8819896520981,36.2768331782758,0
"25",32.9989068444825,35.1991986320201,37.7214332186434,0
"26",34.2219523560672,36.5164076119174,39.1660332589991,0
"27",35.4449978676315,37.8336165917748,40.6106332993309,0
"28",36.6680433791841,39.1508255716108,42.0552333396479,0
"29",37.891088890731,40.4680345514344,43.4998333799557,0
"30",39.1141344022709,41.78524353124,44.9444334202502,0
"31",40.3371799137995,43.102452511007,46.3890334605174,0
"32",41.5602254253202,44.419661490742,47.8336335007631,0
"33",42.7832709368339,45.7368704704352,49.2782335409872,0
"34",44.0063164483376,47.0540794500584,50.7228335811781,0
"35",45.2293619598212,48.3712884294845,52.1674336212962,0
"36",46.452407471296,49.6884974087944,53.6120336613887,0
"37",47.6754529827507,51.0057063873654,55.0566337013894,0
"38",48.8984984941844,52.2212191556055,56.3360700092866,0
"39",50.1215440056171,53.4216906303991,57.5910779125293,0
"40",51.344589517039,54.6221621051322,58.8460858157643,0
"41",52.5676350283731,55.8226335786357,60.1010937189293,0
"42",53.6187269635977,56.7836752583136,61.3561016220284,0
"43",54.5606258895832,57.6116073650109,62.4235304561251,0
"44",55.5025248154085,58.4395394716109,63.2448914963486,0
"45",56.4444237404897,59.2674715781712,64.0662525365145,0
"46",57.3863226653516,60.0954036846941,64.8876135766513,0
"47",58.328221590146,60.9233357911923,65.7089746167691,0
"48",59.2701205149032,61.751267897676,66.5303356568748,0
"49",60.2120194396191,62.579200004142,67.3516966969637,0
"50",61.1539183642885,63.4071321105879,68.1730577370333,0
"51",62.0958172888904,64.2350642170141,68.9944187770781,0
"52",63.0377162134191,65.0629963234112,69.8012468309874,0
"53",63.8321997262118,65.8909284297368,70.6029988616299,0
