"","V1","V2","V3","hhsize","npc"
"1",0.0414110788977767,0.120976510026204,0.37480844057015,0,1
"2",1.40793969887117,1.62626696150637,1.91964086361816,0,2
"3",2.77446831884504,3.13155741298777,3.46447328666402,0,3
"4",4.14099693882015,4.63684786446473,5.00930570969661,0,4
"5",5.5075255587937,6.14213831593025,6.55413813271068,0,5
"6",6.87405417876373,7.64742876738044,8.09897055570615,0,6
"7",8.24058279872772,9.15271921880632,9.64380297867718,0,7
"8",9.60711141868072,10.6580096701888,11.1886354016082,0,8
"9",10.9736400386268,12.1633001215443,12.7334678245145,0,9
"10",12.3401686585613,13.6685905728493,14.2783002473768,0,10
"11",13.7066972784837,15.1738810240945,15.8231326701922,0,11
"12",15.0732258983909,16.6791714752501,17.3679650929484,0,12
"13",16.4397545182474,18.1844619260228,18.9127975154726,0,13
"14",17.8062831380601,19.6897523644258,20.4576299377056,0,14
"15",19.1728117577189,21.040506272226,22.0024623582447,0,15
"16",20.5393403771847,22.3791258414482,23.5472947760857,0,16
"17",21.9058689963458,23.7177454089048,25.0921271901013,0,17
"18",23.2723976153383,25.0563649749149,26.6120876492212,0,18
"19",24.6389262339539,26.3949845383479,28.0675280174924,0,19
"20",25.9532445716883,27.733604099274,29.5229683822316,0,20
"21",27.2409171425912,29.0722236593081,30.9784087454937,0,21
"22",28.5285897090485,30.4108432183886,32.4338491074054,0,22
"23",29.816262275162,31.7494627770953,33.8892894688725,0,23
"24",31.1039348411257,33.0880823356322,35.3447298300704,0,24
"25",32.3916074069319,34.4267018939849,36.8001701909554,0,25
"26",33.6792799726697,35.7653214522506,38.2556105516784,0,26
"27",34.96695253831,37.103941010384,39.7110509121344,0,27
"28",36.2546251038539,38.4425605683851,41.1664912723233,0,28
"29",37.5422976693513,39.7811801263213,42.6219316323911,0,29
"30",38.8299702347751,41.1197996841603,44.0773719922743,0,30
"31",40.1176428000161,42.4584192417832,45.5328123517518,0,31
"32",41.4053153650887,43.7970387992206,46.9882527109038,0,32
"33",42.6929879298763,45.1356583563929,48.4436930697138,0,33
"34",43.976154122027,46.4742779130586,49.8991334279029,0,34
"35",45.2309695639833,47.8128974675139,51.3545737836539,0,35
"36",46.4857850051456,49.1515170197812,52.8100141379511,0,36
"37",47.7406004443715,50.2674304322327,54.2654544779406,0,37
"38",48.9056163979721,51.2943542403068,55.460771385155,0,38
"39",50.0017106409127,52.3212780469874,56.6511131334951,0,39
"40",51.0978048833051,53.3482018533998,57.8414548814513,0,40
"41",52.1681326713578,54.3751256576961,59.0317966269132,0,41
"42",53.203640104479,55.4020494596067,60.222138369617,0,42
"43",54.2391475362707,56.4289732601974,61.4124800780936,0,43
"44",55.2746549673622,57.4558970602552,62.4740892561533,0,44
"45",56.3101623977596,58.4828208600341,63.4940071972955,0,45
"46",57.3456698277155,59.509744659596,64.5139251375446,0,46
"47",58.3811772572946,60.5366684588745,65.5338430764472,0,47
"48",59.4166846867138,61.5635922580183,66.5537610146596,0,48
"49",60.4521921159468,62.5905160569789,67.5736789517795,0,49
"50",61.4876995449066,63.6174398556614,68.5935968871628,0,50
"51",62.5232069728771,64.6443636539687,69.6135147823888,0,51
"52",63.4890036433282,65.6712874517059,70.4442846826401,0,52
"53",64.2713081124382,66.6709534078816,71.2089898085424,0,53
"54",65.0264046794058,67.4637697795986,71.9736949338281,0,54
"55",65.7815012459928,68.2565861486047,72.7384000587705,0,55
"56",66.5365978120714,69.0494025109371,73.5031051831677,0,56
"57",67.2916943780638,69.8422188726147,74.2678103074427,0,57
"58",68.0467909439363,70.6350352336537,75.0325154315327,0,58
"59",68.8018875097519,71.4278515944215,75.7972205555201,0,59
"60",69.5569840754722,72.2206679547217,76.5619256793304,0,60
"61",70.3120806411337,73.013484314749,77.3266308030357,0,61
"62",71.0671772067747,73.8063006746808,78.0913359267071,0,62
"63",71.8222737723811,74.599117034436,78.8560410503286,0,63
"64",72.5773703379483,75.3919333939516,79.6207461739004,0,64
"65",73.3324669034782,76.1847497531958,80.3854512974307,0,65
"66",74.0875634689488,76.9775661119585,81.1501564209083,0,66
"67",74.842660034381,77.770382470402,81.9148615443544,0,67
"68",75.597756599813,78.5631988288427,82.6795666678003,0,68
"69",76.3528531652075,79.3560151869772,83.4442717912248,0,69
"70",77.1079497305634,80.1488315448802,84.2089769146287,0,70
"71",77.8630462959186,80.9416479027793,84.9736820380323,0,71
"72",78.6181428612738,81.7344642606784,85.7383871614359,0,72
"73",79.3732394265851,82.5272806182415,86.5030922848135,0,73
"74",80.1283359918679,83.3200969756094,87.2677974081733,0,74
"75",80.8834325571507,84.1129133329773,88.0325025315331,0,75
"76",81.6385291224335,84.9057296903453,88.7972076548928,0,76
"77",82.3936256877164,85.6985460477132,89.5619127782526,0,77
"78",83.1487222529992,86.4913624050811,90.3266179016123,0,78
"79",83.903818818282,87.2841787624491,91.0913230249721,0,79
"80",84.6589153835649,88.076995119817,91.8560281483319,0,80
"81",85.4140119488477,88.8698114771849,92.6207332716916,0,81
"82",86.1691085141305,89.6626278345528,93.3854383950514,0,82
"83",86.9242050794133,90.4554441919208,94.1501435184111,0,83
"84",87.6793016446962,91.2482605492887,94.9148486417709,0,84
"85",88.434398209979,92.0410769066566,95.6795537651306,0,85
"86",89.1894947752592,92.8338932640193,96.4442588884879,0,86
"87",89.9445913405319,93.6267096213667,97.2089640118381,0,87
"88",90.6996879058046,94.4195259787142,97.9736691351882,0,88
"89",91.4547844710772,95.2123423360616,98.7383742585384,0,89
"90",92.2098810363451,96.0051586934016,99.5030793818847,0,90
"91",92.9649776016113,96.797975050739,100.26778450523,0,91
"92",93.7200741668775,97.5907914080764,101.032489628575,0,92
"93",94.4751707321401,98.3836077654086,101.797194751917,0,93
"94",95.2302672974024,99.1764241227404,102.561899875259,0,94
"95",95.9853638626648,99.9692404800722,103.326604998601,0,95
"96",96.7404604279271,100.762056837404,104.091310121943,0,96
"97",97.4955569931894,101.554873194736,104.856015245285,0,97
"98",98.2506535584518,102.347689552068,105.620720368627,0,98
"99",99.0057501237141,103.140505909399,106.385425491969,0,99
"100",99.7608466889764,103.933322266731,107.150130615311,0,100
"101",0.00794732107839716,0.497298268931581,0.67420613884129,1,1
"102",1.48927747169225,2.07168517116542,2.33729670578461,1,2
"103",2.9706076223061,3.64607207339685,4.00038727272792,1,3
"104",4.45193777291982,5.22045897562349,5.66347783967109,1,4
"105",5.9332679235331,6.79484587783019,7.32656840661384,1,5
"106",7.41459807414613,8.36923277998383,8.98965897355646,1,6
"107",8.89592822475903,9.94361968208918,10.652749540499,1,7
"108",10.3772583753716,11.5180065840475,12.3158401074416,1,8
"109",11.8585885259837,13.0923934858516,13.9789306743839,1,9
"110",13.339918676594,14.6667803873539,15.6420212413249,1,10
"111",14.8212488272019,16.2411672880857,17.3051118082641,1,11
"112",16.3025789778083,17.8155541880241,18.9682023752025,1,12
"113",17.7839091284106,19.3899410863207,20.6312929421384,1,13
"114",19.2652392789986,20.9590940234046,22.2943835090707,1,14
"115",20.7389566728771,22.4886359518702,23.8827606911056,1,15
"116",22.2124409714118,24.0181778791309,25.4688502209304,1,16
"117",23.6859252699421,25.5477198056519,27.0549397507546,1,17
"118",25.159409568464,27.0772617300197,28.6410292805764,1,18
"119",26.6328938669765,28.6068036512926,30.2271188103939,1,19
"120",28.0652388943545,30.1078795600076,31.8041402382505,1,20
"121",29.4146233600646,31.5680588848207,33.3455561770264,1,21
"122",30.7640078257588,33.0259783631396,34.8869721158011,1,22
"123",32.1133922914503,34.4329795000325,36.4283880545747,1,23
"124",33.4627767571401,35.8399806289648,37.9698039933472,1,24
"125",34.8121612228272,37.2469817510052,39.5112199321169,1,25
"126",36.1615456884993,38.653982869943,41.052635870871,1,26
"127",37.510930154171,40.0609839877539,42.5940518096243,1,27
"128",38.860314619843,41.4679851050124,44.1354677483774,1,28
"129",40.2096990855147,42.8749862217879,45.6768836871298,1,29
"130",41.5590835511868,44.2819873372502,47.1446241802106,1,30
"131",42.9084680168597,45.6889884507802,48.5073652755708,1,31
"132",44.2578524825322,47.0959895634734,49.8701063709301,1,32
"133",45.6072369482029,48.5029906756578,51.2328474662877,1,33
"134",46.956621413872,49.9099917874188,52.5955885616442,1,34
"135",48.3060058795391,51.3169928986601,53.958329657,1,35
"136",49.655390345202,52.7239940091621,55.3210707523539,1,36
"137",51.0047748108557,54.1309951177989,56.6838118477093,1,37
"138",52.354159276482,55.5379962219072,58.0465529430653,1,38
"139",53.7035437420905,56.9449973217224,59.4092940384209,1,39
"140",54.9757383787426,58.2983825710833,60.7720351337768,1,40
"141",55.932265673535,59.4134813730798,62.1347762291319,1,41
"142",56.8887929682886,60.426482839541,63.4975173244858,1,42
"143",57.8453202630389,61.4394843045413,64.6385748923907,1,43
"144",58.8018475577756,62.4524857687988,65.7577986622906,1,44
"145",59.7583748524983,63.465487232392,66.8749724975392,1,45
"146",60.7149021472154,64.4784886954649,67.9820445520337,1,46
"147",61.6714294419307,65.4914901582845,69.0891166065242,1,47
"148",62.6279567366519,66.5044916207977,70.196188661016,1,48
"149",63.5844840313759,67.5174930830942,71.3032607155087,1,49
